ORF	Name	R2.Ratio	R3.Ratio	R4.Ratio	R5.Ratio	R6.Ratio	R7.Ratio
YOL075C		1.23	1.33	1.11	.88	1.33	1.61	
YOL076W	DEC1	.95	1.04	.84	.71	1.35	.81	
YOL077C		1.02	1.05	.57	.75	.37	.21	
YOL078W		.96	.88	.82	.85	.72	.64	
YOL079W		.95	1.09	.63	.54	.53	.41	
YOL080C		.99	1.06	.64	.56	.47	.42	
YOL081W	IRA2	.95	1.14	.77	.8	.68	.87	
YOL082W		1.49	1.32	1.16	1.33	3.13	1.75	
YOL083W		1.08	1.32	1.19	1.54	2.27	2.78	
YOL084W		1.09	1.35	1	.95	2.5	6.25	
YOL085C		.76	.83	.76	.78	.72	.83	
YOL086C	ADH1	1.05	1.39	1.25	1.09	.89	.54	
YOL087C		1.02	.88	1.16	1.54	1.59	1.35	
YOL088C		1.05	1.23	.99	1.14	1.27	.88	
YOL089C		.93	.9	.74	.81	.86	.88	
YOL090W	MSH2	.81	1.2	.87	.97	.95	.53	
YOL091W		.57	.72	.6	.91	.81	.55	
YOL092W		.94	1.23	.93	.94	.69	.52	
YOL093W		.95	1.1	.71	.85	.7	.62	
YOL094C	RFC4	.88	1.19	.78	.65	1.3	.68	
YOL095C		.99	1.06	.72	.75	1.14	.79	
YOL096C	COQ3	.76	1.32	1.02	.81	1.75	1.39	
YOL097C		1.23	1.25	.79	.74	.5	.34	
YOL098C		1.01	.82	.79	.71	.68	.47	
YOL099C		.85	.94	.75	.85	.69	.88	
YOL100W		.94	.85	.81	.74	.86	.74	
YOL101C		1.14	1.15	.59	.53	.46	.38	
YOL102C		.78	.84	.88	.86	.99	.66	
YOL103W	ITR2	1.1	1.25	1.11	1.16	.96	.81	
YOL104C		.92	1.49	.86	.73	1.03	.63	
YOL105C		1.15	1.37	.74	.69	1.25	1.11	
YOL106W		1.02	1.06	.83	.79	.61	.55	
YOL107W		1.08	1.56	1.1	1.15	1.41	1.14	
YOL108C	INO4	1.22	1.43	1.01	1.06	1.96	1.01	
YOL109W		1.19	1.47	1.14	1.35	1.69	2	
YOL110W	SHR5	1.09	1.22	.74	.69	.68	.64	
YOL111C		.83	.8	.74	.89	.96	.91	
YOL112W		.97	1.47	.96	1.08	1.03	.69	
YOL113W		.93	1.25	.73	.92	1.35	.96	
YOL114C		.83	1.23	.84	.87	1.37	1.18	
YOL115W	TRF4	1.02	1.23	.59	.77	.76	.56	
YOR046C	DBP5	.94	1.32	.85	.73	1.32	.49	
YOR047C	STD1	1.05	1.33	.76	.74	.92	.68	
YOR048C	RAT1	1.03	1.43	.76	.7	.93	.66	
YOR049C		.75	1.49	1.16	1.56	3.57	3.23	
YOR050C		.76	.97	.79	.77	1.32	1.01	
YOR051C		1.14	1.75	.9	.97	.85	.34	
YOR052C		1.18	1.33	1.3	1.18	4.55	2.17	
YOR053W		.93	.88	.77	.8	1.49	1.23	
YOR054C		.85	1.12	.95	.93	1.61	1.16	
YOR055W		1.15	.95	.83	.81	1.32	1.54	
YOR056C		.93	1.39	.68	.77	.94	.63	
YOR057W		.91	1.23	.78	.91	1.41	1.19	
YOR058C	ASE1	.89	1.01	.92	1.01	1	.97	
YOR059C		1.09	1.75	1.2	1.2	1.92	2.17	
YOR060C		1.3	1.47	1.27	1.08	1.89	.93	
YOR061W	CKA2	.95	.83	.72	.78	.65	.65	
YOR062C		.89	.86	.79	.74	.59	.55	
YOR063W	TCM1	1.04	1.2	.84	.81	.31	.21	
YOR064C		.86	.97	.93	.84	1.59	1.2	
YOR065W	CYT1	1.08	1.25	1.22	1.92	3.23	5.26	
YOR066W		1.11	.8	.6	.55	.95	.68	
YOR067C	ALG8	1.49	1.85	1.32	1.43	.83	.7	
YOR068C		.85	.95	.9	.77	1.23	.95	
YOR069W		1.06	1.61	.93	1.18	1.64	1.39	
YOR070C		.95	.89	.82	.72	.81	.65	
YOR071C		1.32	1.59	.9	.85	.94	1.37	
YOR072W		.89	.89	.91	.8	.93	.78	
YOR073W		1.02	1.37	.89	.97	.9	.93	
YOR074C	TMP1	.85	1.02	.93	.76	1.47	.65	
YOR075W	UFE1	1.22	1.2	.8	.87	1.75	1.27	
YOR076C		.79	.93	.92	.8	1.47	.98	
YOR077W	RTS2	.69	1.04	.79	.81	1.01	1.16	
YOR078W		.8	.96	.6	.57	.56	.37	
YOR079C	ATX2	1.15	1.35	.76	.88	.61	.61	
YOR080W		.93	1.32	.86	.74	1.59	.62	
YOR081C		1.05	1.27	.83	.84	1.15	1.75	
YOR082C		1	.93	.88	.65	1.12	1.09	
YOR083W		.84	1.41	.66	.83	.86	.87	
YOR084W		.76	.8	.83	.64	1.2	.89	
YOR085W	OST3	1.01	1.64	.97	1.16	.93	.86	
YOR086C		.95	1	1.3	1.22	1.1	1.06	
YOR087W		1.11	1.35	.83	1.16	.93	1.1	
YOR088W		1.11	1.23	1.08	1.12	1.52	.99	
YOR089C	VPS21	1.05	1.04	.79	1.19	3.33	1.64	
YOR090C		1.3	1.22	1.02	.94	1.32	1.12	
YOR091W		1.12	1.23	.48	.63	.46	1.2	
YOR092W		1.14	1.45	1.25	1.03	1.06	1.33	
YOR093C		.85	.86	.81	.82	.74	1.04	
YOR094W	ARF3	.78	.93	.69	.68	.83	.69	
YOR095C		.96	1.12	.56	.58	.23	.87	
YOR096W	RP30	1.03	1.25	.98	.89	.42	.37	
YOR097C		1.14	1.14	1.02	.82	2.86	1.92	
YOR098C	NUP1	.85	.87	.68	.52	.78	.78	
YOR099W	KTR1	1.18	2.04	1.27	1.43	.63	.75	
YOR100C		.73	1.15	.97	.88	2.13	4.35	
YOR101W	RAS1	.96	1.09	.62	.67	.39	.57	
YOR102W		.89	1.04	.87	.95	1	.61	
YOR103C	OST2	1.14	1.54	1.03	.9	1.06	.61	
YOR104W		.83	1.14	.85	.9	.97	.72	
YOR105W		1.11	1.2	.96	.88	1.04	.85	
YOR106W	VAM3	1	1.08	.9	.85	1.54	.87	
YOR107W		1.2	1.59	.85	1.18	1.23	1.85	
YOR108W		1.19	1.12	.78	.67	.56	.92	
YOR109W		.88	.95	.74	.74	.62	.81	
YOR110W		.91	.86	.77	.69	.63	.68	
YOR111W		.81	1.18	.81	1.03	1.61	1.49	
YOR112W		.95	1.03	.88	.85	1.35	.81	
YOR113W	AZF1	.83	.91	.74	1	1.19	1.43	
YOR114W		.67	.83	.67	.77	1.16	.88	
YOR115C		1.01	1.18	1.06	1.28	1.03	.61	
YOR116C	RPO31	.82	.65	.56	.46	.26	.32	
YOR117W	YTA1	1.25	1.3	.9	.97	1.75	.88	
YOR118W		.84	1.06	.74	.68	1.04	.59	
YOR119C	RIO1	1.15	1.35	.65	.74	1.03	.82	
YOR120W	GCY1	.77	.94	.91	.89	3.45	1.54	
YOR121C		.8	.96	.78	.83	2.33	1.22	
YOR122C	PFY1	.89	1.14	1.05	1.16	.83	.7	
YOR123C	LEO1	.93	.97	.68	.73	1.02	.73	
YOR124C	UBP2	1.03	1.08	1.3	1.49	1.56	.89	
YOR125C	COQ7	.94	1.32	1.35	1.06	2.27	1.52	
YOR126C		.78	.88	.71	.62	1.08	.78	
YOR127W	RGA1	.94	.88	.85	.68	.69	.65	
YOR128C	ADE2	1.06	1.96	1.49	1.89	1.01	.63	
YOR129C		.88	.84	.72	.71	.63	.76	
YOR130C	ARG11	.72	.93	.73	.86	.93	.65	
YOR131C		1.02	1.25	1	1.25	1.69	1.37	
YOR132W	VPS17	.82	.95	.83	.95	1.61	1.25	
YOR133W	EFT1	1.04	1.33	1.06	.99	.4	.29	
YOR134W		.67	.98	.85	.73	1.41	1.2	
YOR135C		1.28	1.25	1.41	1.49	2.04	1.92	
YOR136W	IDH2	1.23	1.47	1.43	1.72	2.7	2.33	
YOR137C		1.03	1.32	.96	1.01	1.47	1.12	
YOR138C		.64	.76	.79	.85	.97	1.02	
YOR139C		.88	.95	.86	.88	1.1	.93	
YOR140W	SFL1	.56	.93	.81	.81	1.11	.91	
YOR141C		1.09	1.14	.79	.85	1.05	.92	
YOR142W		.98	1.23	1.28	1.19	.91	.88	
YOR143C	THI80	1.1	1.39	.83	.75	1.12	.79	
YOR144C		.9	.97	.75	.63	1.03	.52	
YOR145C		1.1	1.39	.61	.52	.81	.44	
YOR146W		.8	.83	.58	.51	.46	.28	
YOR147W		1.15	1.1	.68	.78	1.09	1.3	
YOR148C	SPP2	.91	1.08	.93	.83	1.08	.81	
YOR149C	SMP3	1.35	1.96	1.28	1.09	1.3	1.47	
YOR150W		1.25	.91	1.05	1.08	1.64	.67	
YOR151C	RPB2	1.22	1.28	1.05	.9	.93	.66	
YOR152C		1.37	1.28	1.04	.82	1.61	1.85	
YOR153W	PDR5	1.08	1.1	.78	.6	.27	.26	
YOR154W		.84	.91	.7	.63	.63	.58	
YOR155C		1.39	1.32	1.14	1.22	1.56	1.06	
YOR156C	NFI1	.76	.85	.73	.52	1.15	1.72	
YOR157C	PUP1	1.14	1.1	.89	.93	1.37	.74	
YOR158W	PET123	.82	.95	.9	1.19	1.47	.82	
YOR159C	SME1	.8	.93	.87	.95	1.12	.61	
YOR160W	MTR10	1.06	1.28	.8	.66	.8	.51	
YOR161C		1.14	1.37	1.82	1.59	4.55	2.44	
YOR162C		1.09	1.45	.79	.73	1.02	.78	
YOR163W		.74	.82	.78	.79	.68	.44	
YOR164C		1.18	1.25	.95	.96	1.06	.56	
YOR165W		1.3	1.49	1.1	1.14	1.11	.9	
YOR166C		1.35	.94	.88	.69	1	.52	
YOR167C	RPS33A	.98	1.49	1.09	.93	.46	.32	
YOR168W	GLN4	1.14	1.37	.95	.81	.8	.39	
YOR169C		1.15	1.37	.94	.88	.83	.47	
YOR170W		.85	1.03	.96	.88	1.37	1.04	
YOR171C		1.16	1.3	.92	1.02	1.61	1.37	
YOR172W		1	.98	.82	.91	.76	.73	
YOR173W		1.01	.98	.87	.72	.86	.8	
YOR174W		.85	.91	.78	.83	.78	.83	
YOR175C		1.23	1.64	.88	.83	.84	.8	
YOR176W	HEM15	1.03	1.85	1.01	1.01	1.56	1.02	
YOR177C		.76	1.2	1.12	.66	1.79	2.04	
YOR178C	GAC1	.95	1.39	1.2	1.1	5	4.17	
YOR179C		.88	1.45	1.14	1.3	1.72	1.12	
YOR180C		1.01	1.3	.99	.89	1.39	1.23	
YOR181W	LAS17	.85	1.47	.78	.92	1.69	1.92	
YOR182C		.71	.85	.89	.77	.42	.27	
YOR183W		.76	.79	.79	.94	.93	.7	
YOR184W	SER1	1.27	1.14	.97	1.14	.78	.42	
YOR185C	GSP2	.93	.94	.56	.83	.81	.7	
YOR186W		.79	1.16	.88	.93	2.38	1.89	
YOR187W	TUF1	1.56	1.89	1.41	1.79	1.72	1.56	
YOR188W	MSB1	.96	1.23	.78	.64	.96	.66	
YOR189W		.88	1.15	.98	1.25	1.37	.91	
YOR190W	SPR1	.75	1.3	1.02	.76	1.39	.93	
YOR191W		.97	1.09	.92	.82	1.05	1.33	
YOR192C		.91	1.61	.99	.81	1.33	1.14	
YOR193W		.94	1.25	.85	.93	1.54	1.41	
YOR194C	TOA1	.96	1.1	.88	.9	1.3	.85	
YOR195W		1.03	1.27	.8	.75	.88	.77	
YOR196C	LIP5	.93	1.25	.94	.83	1.56	1.04	
YOR197W		1.11	1.05	.68	.81	.95	.77	
YOR198C	BFR1	.93	1.19	.81	.81	1.18	.51	
YOR199W		.8	.86	1.09	.8	.85	.81	
YOR200W		.7	1.05	1.01	.8	1.08	.81	
YOR201C	PET56	1.04	1.45	1.2	.78	1.25	.96	
YOR202W	HIS3	.94	1.19	.85	1.15	.7	.59	
YOR203W		.82	.95	.83	1.05	.45	.52	
YOR204W	DED1	1.11	1.3	.9	.73	1.35	.95	
YOR205C		1.18	1.54	.85	.94	1.43	1.23	
YOR206W		1.08	1.33	.68	.57	.45	.26	
YOR207C	RPC128	1.23	1.28	.64	.65	.79	.43	
YOR208W	PTP2	.99	1.35	.69	.65	.93	.63	
YOR209C	NPT1	.94	1.28	1.33	.94	1.02	.67	
YOR210W	RPB10	.83	1.28	.88	.84	.74	1.16	
YOR211C	MGM1	.86	.88	.79	.84	.83	.78	
YOR212W	STE4	.97	1.15	.88	.83	.95	.49	
YOR213C		.94	.91	.66	.81	.61	.68	
YOR214C		1.11	.73	.81	.81	1.03	.67	
YOR215C		1	1.3	1.72	1.92	11.11	7.14	
YOR216C		.85	.99	.72	.71	1.11	.43	
YOR217W	RFC1	1.2	1.33	.94	.84	.79	.67	
YOR218C		.75	1.15	.99	.83	1.02	.57	
YOR219C	STE13	1.19	1.3	1.11	.94	1.64	1.49	
YOR220W		.9	1.39	1.33	1.14	3.85	2.78	
YOR221C		1.23	1.1	.78	.79	1.15	1.16	
YOR222W		.83	1.32	1.01	.83	.81	.77	
YOR223W		.88	1.22	.68	.71	1.27	1.23	
YOR224C	RPB8	.88	.99	.73	.68	.46	.23	
YOR225W		.9	.92	.76	.88	.81	.6	
YOR226C		.91	1.16	.88	.79	.94	.77	
YOR227W		1.03	.9	.88	1.19	1.18	1.85	
YOR228C		1.61	1.79	1.33	1.37	2	1.79	
YOR229W		1.06	1.47	.87	.93	1.27	1.15	
YOR230W		1.82	2	1.56	1.96	2.17	1.89	
YOR231W	MKK1	.96	1.25	.8	.78	1.33	1.22	
YOR232W	MGE1	1.15	1.16	1.09	1.2	1.32	.72	
YOR233W	KIN4	.86	.93	.56	.64	.43	.49	
YOR234C	RPL37B	1.05	.92	.78	.71	.31	.2	
YOR235W		.85	1.05	.7	.81	.86	1.03	
YOR236W	DFR1	.88	1.04	.74	.69	.94	.62	
YOR237W	HES1	.92	1.43	.75	.91	1.45	1.37	
YOR238W		.85	1.2	1.02	.77	1.43	.71	
YOR239W		1.02	1.04	.68	.97	.69	.57	
YOR240W		.9	1.08	.9	.85	.96	.45	
YOR241W		1.27	1.28	.84	.9	.73	.72	
YOR242C		.68	.94	.93	.81	1.47	.68	
YOR243C		1.25	1.39	.72	.78	.45	.76	
YOR244W		.9	1.11	1.04	1.03	2.22	1.35	
YOR245C		1.12	1.2	.89	.87	1.96	2.17	
YOR246C		.98	1.39	.97	1.45	1.41	.79	
YOR247W		.97	1.23	.87	.96	.69	.42	
YOR248W		.88	1.16	1.06	.98	.6	.32	
YOR249C		.91	1.11	.76	.84	1.22	.83	
YOR250C		1.02	.88	.77	.64	1.41	1.04	
YOR251C		1.11	1.54	.81	1.14	1.11	1.14	
YOR252W		1	.97	.71	.63	.73	.65	
YOR253W		1.01	1.18	.85	1.01	.79	.65	
YOR254C	SEC63	1	.86	.88	.85	.43	.31	
YOR255W		1.03	1.33	.72	.8	1.35	1.18	
YOR256C		1.16	1.01	.97	1.02	1.45	1.28	
YOR257W	CDC31	.79	.97	.72	1.01	2.27	1.56	
YOR258W		1.01	1.09	.92	.75	1.89	1.05	
YOR259C	SUG2	.96	1.08	.83	1.08	1.89	1.39	
YOR260W	GCD1	1.25	.93	.59	.52	.56	.36	
YOR261C		1.01	1.32	.9	1.11	2.63	1.82	
YOR262W		.89	1.27	.82	.76	1.35	.85	
YOR263C		1.08	1.01	.76	.98	.95	.99	
YOR264W		.93	1.41	1.02	.92	1.54	.83	
YOR265W	RBL2	.89	1.15	.93	1.12	1.1	.85	
YOR266W	PNT1	1	1	1.02	.87	1.41	.83	
YOR267C		1	1.64	1.14	.99	1.47	1.49	
YOR268C		.96	.71	.74	.76	1.33	.79	
YOR269W	PAC1	1.02	1.45	.78	.75	1.09	.76	
YOR270C	VPH1	1.11	1.32	1.23	1.04	.76	.53	
YOR271C		.99	1.08	.48	.47	.8	.34	
YOR272W		.9	.97	.48	.48	.58	.35	
YOR273C		.99	1.3	1.69	1.56	2.78	3.03	
YOR274W	MOD5	1.1	1.25	.71	.92	1.79	1.33	
YOR275C		.93	1.11	1.02	1.1	1.27	1.64	
YOR276W	CAP20	.93	1.03	.76	.74	.53	.33	
YOR277C		.79	.89	.66	.81	.42	.4	
YOR278W	HEM4	.85	1.09	.68	.91	.81	.99	
YOR279C		.88	1.75	.86	.83	1.43	1.15	
YOR280C		.72	1	.75	.92	1.22	.65	
YOR281C		1.06	1.72	.88	.98	1.43	.72	
YOR282W		.73	.79	.64	.75	.75	.77	
YOR283W		1.09	1.72	.95	1.04	1.27	.73	
YOR284W		.79	.95	.83	1	1.14	.87	
YOR285W		.87	1.47	1.52	1.89	3.33	1.96	
YOR286W		.83	.95	.88	.96	1.02	.42	
YOR287C		.89	1.12	.6	.72	.99	.51	
YOR288C	MPD1	.92	1.06	.86	.86	1.39	.7	
YOR289W		.88	1.47	1.35	1.16	3.33	3.03	
YOR290C	SNF2	.88	.83	.75	.69	.72	.65	
YOR291W		1.06	1.01	1.22	.92	.87	1.15	
YOR292C		1.22	1.28	1.03	.86	1.28	.81	
YOR293W		.92	1.04	.81	.79	.4	.27	
YOR294W		.96	1.15	.52	.49	.53	.32	
YOR295W		.96	1.23	.85	.93	1.35	.96	
YOR296W		.85	.85	.93	.88	1.35	.78	
YOR297C		1.28	1.23	.88	.88	1.19	.81	
YOR298W		.56	.61	.81	.65	.46	.41	
YOR299W		1.22	1.59	.96	.99	1.08	.78	
YOR300W		1.04	1.06	.87	.82	.81	.66	
YOR301W		1.04	1.79	.81	.78	1.25	1.08	
YOR302W	CPA1-leader	.78	.7	.65	.49	.52	.98	
YOR303W	CPA1	1.18	1.47	.55	.44	.78	1.96	
YOR304W		.94	.92	.87	.96	.81	.65	
YOR305W		1.06	1.82	1.11	1.32	.98	.76	
YOR306C		.96	1.08	.66	.7	.76	1.18	
YOR307C	SLY41	1.16	1.56	1.05	1.2	1.52	1.23	
YOR308C		.92	1.3	.85	1.02	1.2	.81	
YOR309C		1.02	1.18	.64	.77	.23	.13	
YOR310C		.99	1.27	.66	.64	.28	.12	
YOR311C		1.43	1.64	.91	.85	.97	.66	
YOR312C	RPL18B	.99	1.19	.75	.73	.35	.17	
YOR313C	SPS4	.76	1.43	.96	.88	1.43	1.09	
YOR314W		1.45	.95	.93	.77	.94	.49	
YOR315W		1.43	1.52	.94	.83	.88	.56	
YOR316C	COT1	1.08	1.28	.83	.61	1.28	1.25	
YOR317W	FAA1	1.43	1.37	1.54	1.72	2.38	2.5	
YOR318C		.79	.85	.81	.75	.81	.68	
YOR319W	HSH49	1.05	1.23	.96	.86	1.27	1.02	
YOR320C		.88	1.35	1.06	1	1.09	.66	
YOR321W	PMT3	1.23	1.64	1.03	1.18	.78	.85	
YOR322C		.9	.95	.69	.74	.82	.57	
YOR323C	PRO2	1.35	1.54	1.05	1.14	1.52	.81	
YOR324C		.78	1.28	.75	.82	1.02	.67	
YOR325W		.78	1.11	1.19	.78	.96	.86	
YOR326W	MYO2	.93	.96	.88	.99	.4	.36	
YOR327C	SNC2	.84	1.22	.93	.98	1.12	.93	
YOR328W	PDR10	.83	.84	.7	.63	.5	.65	
YOR329C	SCD5	1.05	1.61	.73	.88	1.82	1.08	
YOR330C	MIP1	.77	1.15	.7	.79	.78	.52	
YOR331C		.91	1.15	.92	1.3	1.67	.68	
YOR332W	VMA4	.88	.97	1.04	1.2	1.45	.56	
YOR333C		.99	1.2	.85	.99	.88	1.33	
YOR334W	MRS2	.7	.76	.9	.79	.88	.67	
YOR335C	ALA1	1.37	1.04	.63	.61	.3	.33	
YOR336W	KRE5	.86	.92	.93	.79	.72	.79	
YOR337W	TEA1	.92	.94	.72	.68	.94	.88	
YOR338W		.95	1.01	.68	.81	1.33	.81	
YOR339C		.7	.74	.85	.79	1.08	1.06	
YOR340C	RPA43	.89	1.05	.57	.6	.5	.38	
YOR341W	RPA190	1.03	.93	.71	.56	.41	.46	
YOR342C		.85	.84	.69	.67	.58	.47	
YOR343C		.8	.81	.79	.69	.78	1.2	
YOR344C	TYE7	1.11	.93	.81	.85	.7	.4	
YOR345C		1	1.14	1.03	1.16	.57	.43	
YOR346W	REV1	.85	.93	.87	.85	.7	.75	
YOR347C		1.25	1.45	1.61	1.89	2.63	2.04	
YOR348C	PUT4	.78	.88	.85	.77	1.15	1.03	
YOR349W	CIN1	.98	1.1	.74	.82	.81	.82	
YOR350C	MNE1	1.01	1.2	.99	1.04	1.47	1.1	
YOR351C	MEK1	.98	1.82	.88	.92	1.64	1.47	
YOR352W		.93	.91	.9	.96	2.04	.87	
YOR353C		1.03	1.43	.82	.93	1.22	1.05	
YOR354C		.99	.93	1.01	1.09	1.39	.88	
YOR355W	GDS1	1.28	1.18	.65	.68	.39	.45	
YOR356W		.94	.97	.72	.83	.6	.58	
YOR357C		.93	1.03	.89	1.02	.51	.29	
YOR358W	HAP5	.39	.8	.56	.72	1.1	.85	
YOR359W		.96	.84	.63	.51	.48	.63	
YOR360C	PDE2	1.1	1.18	.78	.79	.84	.52	
YOR361C	PRT1	.98	.8	.53	.53	.32	.3	
YOR362C	PRE10	.93	1.12	1.06	.88	1.41	.65	
YOR363C	PIP2	.88	.81	.67	.8	.88	.97	
YOR364W		.88	1.06	.93	.9	1.79	.63	
YOR365C		.99	1.14	.73	.61	1.43	1.64	
YOR366W		.81	1.05	.88	.78	1.27	1.1	
YOR367W		.85	.98	1.06	1.01	1.37	.84	
YOR368W	RAD17	.88	1.25	.97	.6	1.22	.55	
YOR369C	RS12	1.05	1.18	1.11	.93	.64	.24	
YOR370C	MSI4	.96	.85	.82	.75	.61	.37	
YOR371C		.79	.84	.68	1.03	.93	1.22	
YOR372C		.83	.93	.71	.74	.91	.73	
YOR373W	NUD1	.78	.84	.65	.79	.88	.79	
YOR374W		1.41	1.27	2	2.5	5.56	5.56	
YOR375C	GDH1	1.1	1.05	.71	1.33	.58	.58	
YOR376W		.78	1.1	.75	.68	.81	.74	
YOR377W	ATF1	1.16	1.1	.51	.57	.87	.72	
YOR378W		1.14	1.12	.74	.58	1.1	.76	
YOR379C		.76	.87	.76	.88	1.04	.83	
YOR380W		1.19	1.59	.92	.76	1.52	.94	
YOR381W		.88	1.08	.83	.85	.57	.47	
YOR382W		.71	.62	.61	.75	1.85	1.09	
YOR383C		.81	.83	.76	.69	1.82	2.04	
YOR384W		.85	1.23	.85	.7	1.32	1.85	
YOR385W		.93	1.33	1.03	1.03	1.3	1.01	
YOR386W	PHR1	.83	1.33	1.1	.69	3.13	2.22	
YOR387C		1.01	1.11	1.04	.98	1.12	1.2	
YOR388C		.75	1.39	.83	.81	1.67	1.25	
YOR389W		1.04	1.2	.9	.73	2	1.85	
YOR390W		.9	1.33	.93	.82	1.49	.59	
YOR391C		.74	1.08	.84	.68	2.27	3.23	
YOR392W		.76	.91	.91	.69	1.47	1.18	
YOR393W	ERR1	1.02	1.2	.83	.69	1.23	1.1	
YOR394W		1.35	1.41	1.2	1.25	1.52	1.22	
YPL001W	HAT1	1.03	1.32	.83	.95	.98	.81	
YPL002C	SNF8	.82	1.04	.94	.95	.88	.63	
YPL003W		1.16	1.25	.9	1.18	1.37	1.39	
YPL004C		1.39	1.18	1.43	1.75	3.57	2.44	
YPL005W		.81	.82	.77	.97	1.59	1.43	
YPL006W		.89	.86	.79	.74	.69	.78	
YPL007C		1.16	1.43	.89	1.09	1.11	1.09	
YPL008W	CHL1	.9	.87	.76	.78	.67	.63	
YPL009C		1	1.1	.68	.85	.74	.78	
YPL010W		1.02	.98	1.03	1.09	.94	.57	
YPL011C		1.18	1.02	.61	.81	.92	.94	
YPL012W		.83	.9	.44	.33	.13	.12	
YPL013C		.86	1.12	.96	1.18	2.17	1.27	
YPL014W		1	2.78	1.54	.95	1.72	.87	
YPL015C	HST2	1.28	1.54	.97	1.09	1.16	1.96	
YPL016W	SWI1	.79	.88	.74	.75	.74	.72	
YPL017C		.98	1.04	.69	.68	.58	1.92	
YPL018W		.94	1.01	.96	.94	2.04	1.49	
YPL019C		1.19	1.32	.68	.72	.39	.46	
YPL020C		.91	1.18	1.06	1.2	1.92	1.1	
YPL021W		.78	.82	.69	.72	.98	.97	
YPL022W	RAD1	.84	.84	1.04	.91	.56	.74	
YPL023C		1.03	.89	.6	.71	.62	.85	
YPL024W		.78	.7	.76	.68	.63	1.04	
YPL025C		.74	.95	.8	.76	.68	.88	
YPL026C	SHA3	1.22	.75	.82	.95	1.03	1.04	
YPL027W		.74	.88	.74	.86	.84	1.25	
YPL028W	ERG10	1.49	1.64	1.04	1.08	.57	.49	
YPL029W	SUV3	.84	1.1	.78	.87	.62	1	
YPL030W		.8	.88	.58	.52	.41	.34	
YPL031C	PHO85	.87	1.47	.93	1.23	1.69	1.67	
YPL032C		.85	1.02	.63	.67	.49	.33	
YPL033C		.74	1.04	.66	.7	.71	.89	
YPL034W		.83	1.09	.81	.83	.45	.48	
YPL035C		.85	1	.81	1.06	1.08	1.04	
YPL036W	PMA2	.72	.88	.82	.65	.41	.52	
YPL037C	EGD1	.93	1.05	.89	.92	.88	.37	
YPL038W		1.03	.99	.78	.79	1.06	.52	
YPL039W		.99	.88	.85	.79	1.72	.95	
YPL040C	ISM1	.89	.9	1.02	.79	.98	.67	
YPL041C		1.01	1.69	1.19	.79	1.39	.97	
YPL042C	SSN3	1.25	.88	.74	.67	1.23	.78	
YPL043W	NOP4	1.08	1.32	.47	.49	.48	.27	
YPL044C		.92	1.32	.88	.63	.79	.41	
YPL045W	VPS16	1.01	1.33	.96	.96	1.41	.93	
YPL046C		.88	1.11	1.06	.88	.68	.54	
YPL047W		.95	1.03	.94	.77	.78	.85	
YPL048W	TEF3	.98	1.33	.7	1	.94	.45	
YPL049C		1.01	1.59	.75	.75	1.43	1.1	
YPL050C	MNN9	.9	1.15	.75	.83	.74	.49	
YPL051W		.91	1.67	.77	.93	1.25	.71	
YPL052W		.88	.96	.71	.66	1.01	.67	
YPL053C	KTR6	1.25	1.69	1.08	1.25	1.67	1.14	
YPL054W	LEE1	.72	1	.8	.79	1.52	3.57	
YPL055C		1	1.75	.91	.93	1.59	1.32	
YPL056C		.7	.79	.72	.7	1.12	.7	
YPL057C	SUR1	1.15	1.67	1.01	1.1	1.52	1.96	
YPL058C		.78	.83	.93	1	.55	.57	
YPL059W		.85	1.09	.94	1.1	1.32	.89	
YPL060W		.75	1.16	.97	.68	1.72	1.45	
YPL061W	ALD6	.92	.87	.53	.4	.45	.68	
YPL062W		.75	.86	.75	.68	1.12	.96	
YPL063W		.93	1.11	.71	.78	1.2	.75	
YPL064C		.88	1.1	.99	.93	1.11	.76	
YPL065W		.91	1.59	1.08	.87	1.69	1.3	
YPL066W	VPS28	.85	.84	.66	.63	1.04	.83	
YPL067C		.83	1.25	.78	.87	1.45	1.04	
YPL068C		.93	.88	.56	.47	1.06	.54	
YPL069C	BTS1	1.09	.98	.72	.67	.97	.59	
YPL070W		1.56	1.04	.81	.68	1.11	.61	
YPL071C		1.18	1.08	.98	.91	1.49	1.25	
YPL072W		.83	1.15	1.15	.96	1.27	.94	
YPL073C		.9	1.33	.77	.79	.63	.63	
YPL074W	YTA6	.85	.82	.77	.8	.68	.65	
YPL075W	GCR1	1.03	1.61	.89	.97	.74	.65	
YPL076W	GPI2	1.11	1.41	.88	1.01	1.37	1.09	
YPL077C		1.08	1.72	1.02	1.11	1.43	1.33	
YPL078C	ATP4	1.04	1.22	1.16	2.04	2.38	2.63	
YPL079W		.98	1.49	.79	.93	.47	.28	
YPL080C		.68	1.14	.67	.69	.46	.3	
YPL081W	RPS13B	.74	.85	.77	.86	.35	.22	
YPL082C	MOT1	.9	.96	.84	.82	.61	.58	
YPL083C		1.04	1.33	.93	1.02	1.33	.84	
YPL084W	BRO1	.88	.94	.95	.76	1.49	.78	
YPL085W	SEC16	1.05	1.04	.94	.71	.79	.78	
YPL086C		.92	1.33	.82	.62	.85	.52	
YPL087W		1.2	2.33	2.17	1.85	4.35	4	
YPL088W		.75	1.16	.65	.66	1.43	.99	
